Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Cnnm4	ENSMUST00000153128.1	cyclin M4 	86	1	0	1	0	2	0	0	2	0	mmu-miR-7a-5p	-0.15	-0.15	0.27	2005, 2007, 2009, 2011
Cacnb4	ENSMUST00000178799.2	calcium channel, voltage-dependent, beta 4 subunit 	26	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.15	-0.17	< 0.1	2009, 2011
Extl3	ENSMUST00000022550.7	exostoses (multiple)-like 3 	167	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.15	-0.16	0.63	2005, 2007, 2009, 2011
Hcn4	ENSMUST00000034889.8	hyperpolarization-activated, cyclic nucleotide-gated K+ 4 	12	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.15	-0.22	< 0.1	
Tada2b	ENSMUST00000031097.7	transcriptional adaptor 2B 	41	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.14	-0.16	0.55	2011
Mbd2	ENSMUST00000074058.5	methyl-CpG binding domain protein 2 	4576	1	0	0	1	0	0	0	0	0	mmu-miR-7b-5p	-0.14	-0.15	0.27	2005, 2007, 2009, 2011
Rsbn1l	ENSMUST00000036489.5	round spermatid basic protein 1-like 	242	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	-0.14	-0.33	0.73	2009, 2011
Rnf103	ENSMUST00000114178.2	ring finger protein 103 	693	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.14	-0.48	< 0.1	
Gata6	ENSMUST00000047762.7	GATA binding protein 6 	407	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.14	-0.14	0.40	2005, 2007, 2009, 2011
Slc4a7	ENSMUST00000057015.6	solute carrier family 4, sodium bicarbonate cotransporter, member 7 	2207	1	1	0	0	1	0	0	1	2	mmu-miR-7a-5p	-0.14	-0.14	< 0.1	2005, 2007, 2009, 2011
Pilra	ENSMUST00000058897.5	paired immunoglobin-like type 2 receptor alpha 	92	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.14	-0.31	ORF	
Adcy9	ENSMUST00000117801.2	adenylate cyclase 9 	694	2	2	0	0	2	0	0	2	0	mmu-miR-7a-5p	-0.14	-0.15	0.89	2005, 2007
Shank2	ENSMUST00000105902.2	SH3/ankyrin domain gene 2 	97	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	-0.14	-0.15	0.80	2005, 2007
Zhx3	ENSMUST00000103111.3	zinc fingers and homeoboxes 3 	562	1	0	1	0	1	0	1	0	4	mmu-miR-7a-5p	-0.14	-0.18	0.29	2005, 2007
Cdc25b	ENSMUST00000079857.8	cell division cycle 25B 	847	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.14	-0.14	0.14	2005, 2007, 2009, 2011
Phactr1	ENSMUST00000148891.2	phosphatase and actin regulator 1 	28	1	0	1	0	1	0	0	1	1	mmu-miR-7a-5p	-0.14	-0.18	0.25	2009, 2011
Rbfox3	ENSMUST00000017576.5	RNA binding protein, fox-1 homolog (C. elegans) 3 	14	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.13	-0.25	0.49	2007, 2009, 2011
Klhl28	ENSMUST00000021331.7	kelch-like 28 	187	1	0	0	1	1	0	0	1	1	mmu-miR-7a-5p	-0.13	-0.17	< 0.1	2007
Tbkbp1	ENSMUST00000066078.6	TBK1 binding protein 1 	225	2	0	1	1	1	0	0	1	1	mmu-miR-7a-5p	-0.13	-0.13	0.14	2007, 2009, 2011
Zfand4	ENSMUST00000036503.8	zinc finger, AN1-type domain 4 	136	1	0	0	1	2	0	1	1	0	mmu-miR-7a-5p	-0.13	-0.22	< 0.1	2007
Tbc1d10b	ENSMUST00000120705.1	TBC1 domain family, member 10b 	1010	1	0	1	0	1	0	0	1	2	mmu-miR-7a-5p	-0.13	-0.16	0.34	2005, 2007, 2009, 2011
Smarca4	ENSMUST00000098948.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 	4130	1	0	0	1	2	0	0	2	1	mmu-miR-7a-5p	-0.13	-0.15	0.32	2005, 2007, 2009, 2011
Plxna1	ENSMUST00000163139.2	plexin A1 	558	1	0	1	0	1	0	0	1	1	mmu-miR-7a-5p	-0.12	-0.13	0.53	2005, 2007, 2011
Tk2	ENSMUST00000050211.5	thymidine kinase 2, mitochondrial 	319	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.12	-0.12	< 0.1	2005, 2007, 2009, 2011
Doc2b	ENSMUST00000021209.7	double C2, beta 	17	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.12	-0.18	0.67	2009, 2011
Socs2	ENSMUST00000020215.10	suppressor of cytokine signaling 2 	3023	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.12	-0.12	< 0.1	2005, 2007, 2011
Pappa	ENSMUST00000084501.3	pregnancy-associated plasma protein A 	33	1	0	0	1	1	0	1	0	3	mmu-miR-7a-5p	-0.12	-0.12	0.27	2005, 2007, 2009, 2011
Slc38a4	ENSMUST00000023101.4	solute carrier family 38, member 4 	3191	1	0	1	0	3	0	2	1	3	mmu-miR-7a-5p	-0.12	-0.42	0.72	2005, 2007, 2009, 2011
Asxl1	ENSMUST00000109790.1	additional sex combs like 1 	1707	1	1	0	0	1	0	0	1	3	mmu-miR-7a-5p	-0.12	-0.23	0.62	2005, 2007, 2009, 2011
Wwp1	ENSMUST00000108246.3	WW domain containing E3 ubiquitin protein ligase 1 	2672	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.12	-0.12	0.42	2005, 2007, 2009, 2011
Zbtb38	ENSMUST00000152594.2	zinc finger and BTB domain containing 38 	1147	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.12	-0.12	0.64	2007
Shank1	ENSMUST00000107938.2	SH3/ankyrin domain gene 1 	14	1	1	0	0	1	0	1	0	2	mmu-miR-7a-5p	-0.12	-0.18	0.60	2011
Ssx2ip	ENSMUST00000106153.3	synovial sarcoma, X breakpoint 2 interacting protein 	103	1	0	1	0	1	0	0	1	0	mmu-miR-7a-5p	-0.12	-0.19	0.17	2005, 2007, 2009, 2011
Ltn1	ENSMUST00000039449.7	listerin E3 ubiquitin protein ligase 1 	1140	1	1	0	0	0	0	0	0	2	mmu-miR-7b-5p	-0.12	-0.34	0.51	2007, 2009, 2011
Trak2	ENSMUST00000174120.1	trafficking protein, kinesin binding 2 	678	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.12	-0.12	< 0.1	
Eif4ebp2	ENSMUST00000020288.8	eukaryotic translation initiation factor 4E binding protein 2 	13138	1	0	0	1	1	0	0	1	4	mmu-miR-7a-5p	-0.11	-0.11	< 0.1	2005, 2007, 2009, 2011
Zbtb43	ENSMUST00000028125.6	zinc finger and BTB domain containing 43 	604	1	0	0	1	2	0	0	2	0	mmu-miR-7a-5p	-0.11	-0.11	0.12	2007, 2009, 2011
Rras2	ENSMUST00000069449.5	related RAS viral (r-ras) oncogene homolog 2 	4798	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.11	-0.37	0.60	2009, 2011
Tnrc6a	ENSMUST00000094053.5	trinucleotide repeat containing 6a 	1115	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.11	-0.11	< 0.1	2005, 2007, 2009, 2011
Mapkap1	ENSMUST00000113126.1	mitogen-activated protein kinase associated protein 1 	831	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.11	-0.51	0.67	2005, 2007, 2009, 2011
Kirrel	ENSMUST00000159976.2	kin of IRRE like (Drosophila) 	961	1	0	0	1	2	0	1	1	2	mmu-miR-7a-5p	-0.11	-0.11	< 0.1	2011
Spopl	ENSMUST00000132484.1	speckle-type POZ protein-like 	543	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.11	-0.12	< 0.1	2007, 2009, 2011
Aplp2	ENSMUST00000072634.8	amyloid beta (A4) precursor-like protein 2 	1577	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.11	-0.11	< 0.1	2005, 2007, 2009, 2011
Rest	ENSMUST00000080359.6	RE1-silencing transcription factor 	21	1	1	0	0	1	1	0	0	0	mmu-miR-7a-5p	-0.11	-0.23	0.49	
Shq1	ENSMUST00000113312.3	SHQ1 homolog (S. cerevisiae) 	92	1	1	0	0	1	0	1	0	1	mmu-miR-7a-5p	-0.11	-0.41	< 0.1	
Icmt	ENSMUST00000048892.8	isoprenylcysteine carboxyl methyltransferase 	720	1	1	0	0	1	0	0	1	2	mmu-miR-7a-5p	-0.10	-0.11	< 0.1	2005, 2007, 2009, 2011
Mgat4c	ENSMUST00000163753.2	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme C (putative) 	5	1	0	1	0	0	0	0	0	3	mmu-miR-7a-5p	-0.10	-0.10	0.50	2007, 2009, 2011
Clip3	ENSMUST00000014065.9	CAP-GLY domain containing linker protein 3 	90	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.10	-0.12	0.14	2007, 2009, 2011
Slc16a7	ENSMUST00000063318.3	solute carrier family 16 (monocarboxylic acid transporters), member 7 	330	1	0	0	1	1	0	1	0	4	mmu-miR-7a-5p	-0.10	-0.16	0.12	
Tnk2	ENSMUST00000115126.2	tyrosine kinase, non-receptor, 2 	2234	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.10	-0.10	< 0.1	2005, 2007, 2009, 2011
Zfp91	ENSMUST00000038627.8	zinc finger protein 91 	823	1	0	1	0	2	0	1	1	2	mmu-miR-7a-5p	-0.10	-0.28	0.59	2005, 2007, 2009, 2011
Ralgapa2	ENSMUST00000109986.3	Ral GTPase activating protein, alpha subunit 2 (catalytic) 	428	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.10	-0.11	0.37	2009, 2011
Ppp6r3	ENSMUST00000113997.3	protein phosphatase 6, regulatory subunit 3 	5638	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.10	-0.10	0.27	2007, 2009, 2011
CTNND1	ENSMUST00000189772.1	Catenin delta-1  	1459	1	0	0	1	5	1	3	1	9	mmu-miR-7b-5p	-0.10	-0.36	< 0.1	
Vdac1	ENSMUST00000102758.2	voltage-dependent anion channel 1 	72	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.10	-0.58	0.63	2005, 2007, 2009, 2011
Ctnnd1	ENSMUST00000111696.2	catenin (cadherin associated protein), delta 1 	1459	1	0	0	1	5	1	3	1	9	mmu-miR-7b-5p	-0.10	-0.36	< 0.1	2005, 2007, 2009, 2011
Mpzl3	ENSMUST00000114664.2	myelin protein zero-like 3 	453	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.10	-0.10	< 0.1	2009, 2011
Rpgrip1	ENSMUST00000111600.5	retinitis pigmentosa GTPase regulator interacting protein 1 	7	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.10	-0.14	< 0.1	2009, 2011
Rspry1	ENSMUST00000060389.8	ring finger and SPRY domain containing 1 	622	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.10	-0.37	0.39	2009, 2011
Hadh	ENSMUST00000029610.8	hydroxyacyl-Coenzyme A dehydrogenase 	7642	1	1	0	0	1	0	0	1	2	mmu-miR-7a-5p	-0.09	-0.36	0.70	2007, 2009, 2011
Tapt1	ENSMUST00000055128.7	transmembrane anterior posterior transformation 1 	413	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2007, 2009, 2011
Fam168a	ENSMUST00000049053.7	family with sequence similarity 168, member A 	201	1	1	0	0	0	0	0	0	4	mmu-miR-7a-5p	-0.09	-0.44	0.83	2009, 2011
Tmem64	ENSMUST00000062684.8	transmembrane protein 64 	1560	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2007, 2009, 2011
Zfp652	ENSMUST00000107717.2	zinc finger protein 652 	474	1	0	1	0	2	0	0	2	3	mmu-miR-7a-5p	-0.09	-0.19	0.59	
Sept8	ENSMUST00000117061.2	septin 8 	1534	1	1	0	0	0	0	0	0	2	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2009, 2011
Sgk1	ENSMUST00000020145.6	serum/glucocorticoid regulated kinase 1 	5205	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2007, 2009, 2011
Cadm3	ENSMUST00000111220.2	cell adhesion molecule 3 	149	2	0	1	1	1	0	0	1	1	mmu-miR-7a-5p	-0.09	-0.25	0.33	2007, 2009, 2011
Braf	ENSMUST00000002487.9	Braf transforming gene 	393	1	0	0	1	1	0	0	1	5	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2009, 2011
Rfx7	ENSMUST00000093820.4	regulatory factor X, 7 	269	1	0	1	0	0	0	0	0	3	mmu-miR-7a-5p	-0.09	-0.18	0.66	2007, 2009, 2011
Basp1	ENSMUST00000058845.7	brain abundant, membrane attached signal protein 1 	43	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.09	-0.12	< 0.1	2005, 2007, 2011
Dlgap1	ENSMUST00000133983.2	discs, large (Drosophila) homolog-associated protein 1 	8	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.09	-0.09	0.17	2009, 2011
Cntnap1	ENSMUST00000103109.3	contactin associated protein-like 1 	63	1	1	0	0	1	0	0	1	0	mmu-miR-7a-5p	-0.09	-0.09	< 0.1	2005, 2007, 2009, 2011
Orai1	ENSMUST00000051016.4	ORAI calcium release-activated calcium modulator 1 	378	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.09	-0.11	< 0.1	2007, 2009, 2011
Trim24	ENSMUST00000031859.8	tripartite motif-containing 24 	61	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	-0.09	-0.18	< 0.1	
Ulk2	ENSMUST00000004920.3	unc-51 like kinase 2 	2264	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.08	-0.10	0.31	2005, 2007, 2009, 2011
Tcerg1	ENSMUST00000025375.8	transcription elongation regulator 1 (CA150) 	1932	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.08	-0.08	< 0.1	2005, 2007, 2009, 2011
Slc6a8	ENSMUST00000033752.8	solute carrier family 6 (neurotransmitter transporter, creatine), member 8 	152	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.08	-0.31	0.45	2005, 2007, 2009, 2011
Trove2	ENSMUST00000159879.1	TROVE domain family, member 2 	122	1	1	0	0	1	0	0	1	0	mmu-miR-7a-5p	-0.08	-0.40	0.75	2009, 2011
Edc3	ENSMUST00000043990.8	enhancer of mRNA decapping 3 homolog (S. cerevisiae) 	1085	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.08	-0.54	0.20	
Hhip	ENSMUST00000079038.2	Hedgehog-interacting protein 	27	1	1	0	0	4	1	2	1	2	mmu-miR-7a-5p	-0.08	-0.53	0.70	2009, 2011
Ppp1r2	ENSMUST00000060188.8	protein phosphatase 1, regulatory (inhibitor) subunit 2 	2115	1	0	0	1	1	0	1	0	2	mmu-miR-7a-5p	-0.08	-0.22	< 0.1	2005, 2007, 2009, 2011
Kcnb1	ENSMUST00000059826.8	potassium voltage gated channel, Shab-related subfamily, member 1 	175	2	0	2	0	1	0	0	1	2	mmu-miR-7a-5p	-0.07	-0.09	0.43	
Slc25a16	ENSMUST00000044977.4	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16 	1279	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.07	-0.07	0.25	2005, 2007, 2009, 2011
1110032F04Rik	ENSMUST00000054551.2	RIKEN cDNA 1110032F04 gene 	22	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.07	-0.07	0.16	2011
Lss	ENSMUST00000048678.6	lanosterol synthase 	442	1	0	1	0	1	0	1	0	1	mmu-miR-7a-5p	-0.07	-0.38	0.66	2005, 2007
Zfp397	ENSMUST00000060762.4	zinc finger protein 397 	563	1	0	1	0	2	0	1	1	0	mmu-miR-7a-5p	-0.07	-0.37	0.14	2009, 2011
Hnrnpul2	ENSMUST00000096753.3	heterogeneous nuclear ribonucleoprotein U-like 2 	4506	1	0	1	0	1	0	0	1	1	mmu-miR-7a-5p	-0.07	-0.14	0.67	2009, 2011
Psmf1	ENSMUST00000042452.5	proteasome (prosome, macropain) inhibitor subunit 1 	1826	1	1	0	0	1	0	0	1	0	mmu-miR-7a-5p	-0.07	-0.35	< 0.1	2005, 2007, 2009, 2011
Bzw1	ENSMUST00000050552.9	basic leucine zipper and W2 domains 1 	3021	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.07	-0.24	0.24	
Pik3cb	ENSMUST00000035037.8	phosphatidylinositol 3-kinase, catalytic, beta polypeptide 	530	1	0	0	1	1	0	1	0	0	mmu-miR-7a-5p	-0.06	-0.17	0.35	2009, 2011
Csnk2a1	ENSMUST00000099224.4	casein kinase 2, alpha 1 polypeptide 	2027	1	0	0	1	1	1	0	0	0	mmu-miR-7a-5p	-0.06	-0.11	0.19	2009, 2011
Shank3	ENSMUST00000109309.2	SH3/ankyrin domain gene 3 	160	1	1	0	0	1	0	0	1	1	mmu-miR-7a-5p	-0.06	-0.06	0.39	2007, 2011
Nfic	ENSMUST00000020461.9	nuclear factor I/C 	184	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.06	-0.11	0.29	2009, 2011
Bmpr2	ENSMUST00000087435.6	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	2928	1	0	0	1	0	0	0	0	2	mmu-miR-7b-5p	-0.06	-0.06	< 0.1	2005, 2007
Srsf1	ENSMUST00000079866.5	serine/arginine-rich splicing factor 1 	3442	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.06	-0.06	< 0.1	2007, 2009, 2011
Usp6nl	ENSMUST00000114937.2	USP6 N-terminal like 	666	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.06	-0.16	0.15	2009, 2011
Usp48	ENSMUST00000105840.2	ubiquitin specific peptidase 48 	3448	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.06	-0.06	0.39	2005, 2007, 2009, 2011
Gatad2b	ENSMUST00000049382.4	GATA zinc finger domain containing 2B 	132	1	0	0	1	3	0	2	1	5	mmu-miR-7a-5p	-0.06	-0.09	< 0.1	2005, 2007
Fam83b	ENSMUST00000183437.2	family with sequence similarity 83, member B 	32	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.06	-0.07	< 0.1	
Fbxo7	ENSMUST00000130320.2	F-box protein 7 	265	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.05	-0.24	0.41	
Fbxo28	ENSMUST00000051431.4	F-box protein 28 	537	1	1	0	0	0	0	0	0	3	mmu-miR-7a-5p	-0.05	-0.29	0.14	2009, 2011
Fam120a	ENSMUST00000060805.6	family with sequence similarity 120, member A 	66	1	0	0	1	0	0	0	0	0	mmu-miR-7a-5p	-0.05	-0.08	< 0.1	2007, 2009, 2011
Hoxd4	ENSMUST00000047904.3	homeobox D4 	198	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.05	-0.19	< 0.1	
Socs7	ENSMUST00000045540.3	suppressor of cytokine signaling 7 	64	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.05	-0.16	0.44	2009, 2011
Arid2	ENSMUST00000096250.4	AT rich interactive domain 2 (ARID, RFX-like) 	2256	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.05	-0.05	0.32	2005, 2007, 2009, 2011
Slc16a10	ENSMUST00000092566.6	solute carrier family 16 (monocarboxylic acid transporters), member 10 	332	1	0	0	1	1	0	0	1	1	mmu-miR-7a-5p	-0.05	-0.06	< 0.1	2005, 2007, 2009, 2011
Fbxw2	ENSMUST00000028220.4	F-box and WD-40 domain protein 2 	1375	1	1	0	0	1	0	0	1	2	mmu-miR-7a-5p	-0.05	-0.54	0.67	2007, 2009, 2011
Prkrir	ENSMUST00000033009.10	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) 	4083	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.05	-0.05	< 0.1	2005, 2007, 2009, 2011
Pfn4	ENSMUST00000020967.5	profilin family, member 4 	41	2	1	0	1	1	0	1	0	0	mmu-miR-7a-5p	-0.05	-1.50	0.15	
Med12l	ENSMUST00000040325.8	mediator complex subunit 12-like 	64	1	0	0	1	0	0	0	0	2	mmu-miR-7a-5p	-0.05	-0.10	< 0.1	2011
Ogt	ENSMUST00000044475.4	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) 	4379	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.05	0.22	2005, 2007, 2009, 2011
Chd3	ENSMUST00000108661.2	chromodomain helicase DNA binding protein 3 	48	1	1	0	0	1	0	0	1	0	mmu-miR-7a-5p	-0.04	-0.05	0.38	2005, 2007, 2009, 2011
Atrn	ENSMUST00000028781.8	attractin 	640	1	0	0	1	2	0	2	0	1	mmu-miR-7a-5p	-0.04	-0.05	< 0.1	2005, 2007, 2009, 2011
Psen1	ENSMUST00000101225.1	presenilin 1 	3593	1	1	0	0	1	0	0	1	1	mmu-miR-7a-5p	-0.04	-0.10	< 0.1	2005, 2007, 2009, 2011
Anxa13	ENSMUST00000068515.7	annexin A13 	57	1	0	1	0	1	1	0	0	2	mmu-miR-7a-5p	-0.04	-0.30	0.40	
Itga4	ENSMUST00000099972.4	integrin alpha 4 	76	1	0	0	1	4	1	0	3	2	mmu-miR-7a-5p	-0.04	-0.07	< 0.1	2009, 2011
Tnrc6b	ENSMUST00000067689.7	trinucleotide repeat containing 6b 	464	1	0	0	1	3	0	0	3	0	mmu-miR-7a-5p	-0.04	-0.05	< 0.1	2007, 2009, 2011
Mtfr1l	ENSMUST00000102550.4	mitochondrial fission regulator 1-like 	2746	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	-0.04	-0.22	< 0.1	2007, 2009, 2011
Sephs1	ENSMUST00000027973.8	selenophosphate synthetase 1 	2839	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.40	< 0.1	2009, 2011
Zmat2	ENSMUST00000001419.8	zinc finger, matrin type 2 	4295	1	0	1	0	0	0	0	0	4	mmu-miR-7a-5p	-0.04	-0.35	0.69	2005, 2007, 2009, 2011
Hcfc2	ENSMUST00000020478.8	host cell factor C2 	317	1	0	1	0	5	0	0	5	2	mmu-miR-7b-5p	-0.04	-0.45	0.20	
Suds3	ENSMUST00000086471.6	suppressor of defective silencing 3 homolog (S. cerevisiae) 	1762	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.06	< 0.1	2007, 2009, 2011
Ddi2	ENSMUST00000102484.4	DNA-damage inducible protein 2 	2606	1	0	0	1	1	1	0	0	5	mmu-miR-7a-5p	-0.04	-0.04	< 0.1	
Uhmk1	ENSMUST00000123399.1	U2AF homology motif (UHM) kinase 1 	267	1	0	0	1	2	0	0	2	6	mmu-miR-7a-5p	-0.04	-0.05	< 0.1	2007, 2009, 2011
Aak1	ENSMUST00000089519.7	AP2 associated kinase 1 	1079	1	0	1	0	1	0	1	0	3	mmu-miR-7a-5p	-0.04	-0.04	0.20	2007, 2009, 2011
Egr3	ENSMUST00000035908.1	early growth response 3 	205	1	1	0	0	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.04	< 0.1	2005, 2007
Cpeb2	ENSMUST00000169035.2	cytoplasmic polyadenylation element binding protein 2 	1473	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.04	< 0.1	2005, 2007, 2011
Slc25a37	ENSMUST00000037064.4	solute carrier family 25, member 37 	114	2	0	0	2	0	0	0	0	0	mmu-miR-7a-5p	-0.04	-0.05	< 0.1	2007, 2009, 2011
Crebrf	ENSMUST00000062519.8	CREB3 regulatory factor 	256	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.04	-0.28	0.50	2011
Rybp	ENSMUST00000101118.2	RING1 and YY1 binding protein 	75	1	0	0	1	1	0	0	1	0	mmu-miR-7a-5p	-0.03	-0.10	< 0.1	2005, 2007, 2009, 2011
Ccdc89	ENSMUST00000061391.7	coiled-coil domain containing 89 	29	1	1	0	0	0	0	0	0	2	mmu-miR-7a-5p	-0.03	-0.06	< 0.1	
Crybg3	ENSMUST00000044604.9	beta-gamma crystallin domain containing 3 	1091	1	0	0	1	1	0	0	1	1	mmu-miR-7a-5p	-0.03	-0.03	< 0.1	2007, 2009, 2011
Fam134a	ENSMUST00000097694.5	family with sequence similarity 134, member A 	2091	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.03	-0.17	0.19	
Atg7	ENSMUST00000032457.11	autophagy related 7 	381	1	0	0	1	1	0	1	0	0	mmu-miR-7a-5p	-0.03	-0.14	< 0.1	2009, 2011
Nucks1	ENSMUST00000062264.7	nuclear casein kinase and cyclin-dependent kinase substrate 1 	2244	2	0	2	0	1	0	0	1	0	mmu-miR-7a-5p	-0.03	-0.55	0.41	2011
Zbtb1	ENSMUST00000042779.3	zinc finger and BTB domain containing 1 	247	1	0	1	0	0	0	0	0	2	mmu-miR-7a-5p	-0.03	-0.19	0.60	2007
Nlgn2	ENSMUST00000056484.4	neuroligin 2 	34	1	1	0	0	0	0	0	0	0	mmu-miR-7a-5p	-0.03	-0.10	0.27	2005, 2007, 2009, 2011
Pcsk1	ENSMUST00000022075.4	proprotein convertase subtilisin/kexin type 1 	23	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.03	-0.20	0.16	2005, 2007
Igf2bp2	ENSMUST00000100052.5	insulin-like growth factor 2 mRNA binding protein 2 	40	1	0	1	0	0	0	0	0	0	mmu-miR-7a-5p	-0.03	-0.13	0.30	2007, 2009, 2011
Klf13	ENSMUST00000063694.8	Kruppel-like factor 13 	96	1	0	1	0	0	0	0	0	1	mmu-miR-7a-5p	-0.03	-0.06	0.14	2007, 2011
Vti1a	ENSMUST00000095950.2	vesicle transport through interaction with t-SNAREs 1A 	693	1	1	0	0	0	0	0	0	2	mmu-miR-7a-5p	-0.03	-0.35	0.70	
Zmiz1	ENSMUST00000162645.2	zinc finger, MIZ-type containing 1 	2629	1	0	0	1	0	0	0	0	1	mmu-miR-7a-5p	-0.03	-0.03	< 0.1	2007, 2009, 2011
Kmt2a	ENSMUST00000114689.2	lysine (K)-specific methyltransferase 2A 	1581	1	0	0	1	0	0	0	0	3	mmu-miR-7a-5p	-0.02	-0.03	< 0.1	2007, 2009, 2011
Mios	ENSMUST00000040017.7	missing oocyte, meiosis regulator, homolog (Drosophila) 	776	1	0	1	0	3	0	0	3	0	mmu-miR-7a-5p	-0.02	-0.30	0.42	2009, 2011
Rc3h2	ENSMUST00000100143.4	ring finger and CCCH-type zinc finger domains 2 	178	1	0	0	1	1	0	0	1	2	mmu-miR-7a-5p	-0.02	-0.03	< 0.1	2009, 2011
