Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
POLA1	ENST00000379068.3	polymerase (DNA directed), alpha 1, catalytic subunit 	310	1	0	0	1	1	1	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.33	2009, 2011
WDR82	ENST00000296490.3	WD repeat domain 82 	319	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.25	-0.25	0.75	2007, 2009, 2011
TSC22D2	ENST00000361875.3	TSC22 domain family, member 2 	1062	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.25	-0.25	0.76	2005, 2007, 2009, 2011
SEMA4G	ENST00000210633.3	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G 	1015	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.25	-0.25	0.74	2005, 2007, 2009, 2011
NPTN	ENST00000345330.4	neuroplastin 	2918	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.25	-0.25	0.67	2007, 2009, 2011
WASF1	ENST00000392587.2	WAS protein family, member 1 	55	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.25	-0.25	0.47	
TBC1D4	ENST00000377636.3	TBC1 domain family, member 4 	96	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.25	-0.27	0.77	2005, 2007, 2009, 2011
PDCD4	ENST00000280154.7	programmed cell death 4 (neoplastic transformation inhibitor) 	612	1	0	0	1	1	0	0	1	0	hsa-miR-181d-5p	-0.25	-0.40	0.55	2005, 2007, 2009, 2011
ZNF200	ENST00000396868.3	zinc finger protein 200 	269	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.24	-0.24	0.60	2009, 2011
HEY2	ENST00000368365.1	hairy/enhancer-of-split related with YRPW motif 2 	70	2	1	1	0	1	1	0	0	1	hsa-miR-181d-5p	-0.24	-0.70	0.82	2005, 2007, 2009, 2011
DNAJC13	ENST00000260818.6	DnaJ (Hsp40) homolog, subfamily C, member 13 	256	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.24	-0.24	0.64	2005, 2007, 2009, 2011
NAA50	ENST00000240922.3	N(alpha)-acetyltransferase 50, NatE catalytic subunit 	260	1	1	0	0	1	0	0	1	3	hsa-miR-181a-5p	-0.24	-0.30	0.76	2007, 2009, 2011
RNF145	ENST00000274542.2	ring finger protein 145 	12145	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.24	-0.24	0.75	2005, 2007, 2009, 2011
EIF4A2	ENST00000323963.5	eukaryotic translation initiation factor 4A2 	304	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.24	-0.32	0.66	2005, 2007, 2009, 2011
SIN3B	ENST00000379803.1	SIN3 transcription regulator family member B 	1084	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.24	-0.24	0.76	2009, 2011
MAP3K3	ENST00000361357.3	mitogen-activated protein kinase kinase kinase 3 	144	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.24	-0.24	0.76	2005, 2007, 2009, 2011
ACTA2	ENST00000224784.6	actin, alpha 2, smooth muscle, aorta 	8771	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.24	-0.24	0.38	
RASSF6	ENST00000307439.5	Ras association (RalGDS/AF-6) domain family member 6 	11	1	0	1	0	1	0	1	0	1	hsa-miR-181c-5p	-0.24	-0.28	0.35	
WNK1	ENST00000315939.6	WNK lysine deficient protein kinase 1 	950	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.24	-0.24	0.73	2009, 2011
CBLB	ENST00000264122.4	Cbl proto-oncogene B, E3 ubiquitin protein ligase 	469	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.24	-0.25	0.68	2005, 2007, 2009, 2011
GREB1L	ENST00000580732.2	growth regulation by estrogen in breast cancer-like 	30	3	2	1	0	2	0	0	2	0	hsa-miR-181a-5p	-0.24	-0.24	0.87	
PITPNB	ENST00000335272.5	phosphatidylinositol transfer protein, beta 	80	2	2	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.24	-0.41	0.32	2009, 2011
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	0	0	1	1	0	0	1	2	hsa-miR-181a-5p	-0.24	-0.26	0.56	2009, 2011
AGFG1	ENST00000310078.8	ArfGAP with FG repeats 1 	2019	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.24	-0.24	0.76	2005, 2007, 2009, 2011
ARL1	ENST00000261636.8	ADP-ribosylation factor-like 1 	600	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.24	-0.24	0.76	2009, 2011
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	0	1	0	0	0	0	0	2	hsa-miR-181c-5p	-0.24	-0.28	0.78	
PDXDC1	ENST00000396410.4	pyridoxal-dependent decarboxylase domain containing 1 	6417	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.24	-0.24	0.72	2009, 2011
CARD11	ENST00000396946.4	caspase recruitment domain family, member 11 	13	1	1	0	0	1	0	1	0	0	hsa-miR-181b-5p	-0.24	-0.26	0.75	2005, 2007, 2009, 2011
MBOAT2	ENST00000305997.3	membrane bound O-acyltransferase domain containing 2 	1145	2	1	1	0	1	0	0	1	2	hsa-miR-181d-5p	-0.24	-0.26	0.92	2007, 2009, 2011
PAX9	ENST00000361487.6	paired box 9 	53	1	1	0	0	0	0	0	0	0	hsa-miR-181b-5p	-0.24	-0.28	0.67	2009, 2011
RCAN3	ENST00000374395.4	RCAN family member 3 	395	1	0	0	1	1	0	0	1	1	hsa-miR-181d-5p	-0.24	-0.30	0.44	
MAGOHB	ENST00000539554.1	mago-nashi homolog B (Drosophila) 	63	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.24	-0.55	0.70	2009, 2011
MTPN	ENST00000393085.3	myotrophin 	1296	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.24	-0.24	0.15	2005, 2007, 2009, 2011
CREBZF	ENST00000398294.2	CREB/ATF bZIP transcription factor 	1115	1	0	1	0	1	0	1	0	3	hsa-miR-181b-5p	-0.24	-0.35	0.75	2007, 2009, 2011
TMEM106B	ENST00000396667.3	transmembrane protein 106B 	615	1	0	1	0	7*	0	6	0	1	hsa-miR-181d-5p	-0.24	-0.43	0.66	
COL16A1	ENST00000373672.3	collagen, type XVI, alpha 1 	954	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.24	-0.34	0.76	2007, 2009, 2011
SS18L1	ENST00000331758.3	synovial sarcoma translocation gene on chromosome 18-like 1 	274	2	0	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.24	-0.29	0.87	2005, 2007, 2009, 2011
LIF	ENST00000403987.3	leukemia inhibitory factor 	55	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.24	-0.26	0.76	2005, 2007, 2009, 2011
SHE	ENST00000304760.2	Src homology 2 domain containing E 	9	1	1	0	0	1	0	0	1	3	hsa-miR-181d-5p	-0.24	-0.27	< 0.1	2011
PAX5	ENST00000358127.4	paired box 5 	5	1	1	0	0	1	0	1	0	1	hsa-miR-181d-5p	-0.23	-0.23	0.76	
GPCPD1	ENST00000379019.4	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	155	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.23	-0.31	0.45	2011
NR4A3	ENST00000330847.1	nuclear receptor subfamily 4, group A, member 3 	244	1	0	1	0	1	0	1	0	1	hsa-miR-181d-5p	-0.23	-0.24	0.70	2005, 2007, 2009, 2011
DUSP10	ENST00000366899.3	dual specificity phosphatase 10 	70	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.52	2007, 2009, 2011
AKIRIN1	ENST00000432648.3	akirin 1 	798	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.23	-0.23	0.78	2011
SH2B3	ENST00000341259.2	SH2B adaptor protein 3 	89	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.23	-0.23	0.76	2009, 2011
DRAM1	ENST00000258534.8	DNA-damage regulated autophagy modulator 1 	4884	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.34	
TTC39A	ENST00000530004.1	tetratricopeptide repeat domain 39A 	174	1	0	0	1	0	0	0	0	2	hsa-miR-181d-5p	-0.23	-0.25	0.52	2007, 2009, 2011
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	1	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.23	-0.38	0.95	2005, 2007, 2009, 2011
IGSF11	ENST00000425327.2	immunoglobulin superfamily, member 11 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.23	-0.23	0.74	2007, 2009, 2011
UBE2W	ENST00000517608.1	ubiquitin-conjugating enzyme E2W (putative) 	102	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.23	-0.24	0.78	2009, 2011
FHDC1	ENST00000260008.3	FH2 domain containing 1 	53	1	1	0	0	1	0	0	1	0	hsa-miR-181d-5p	-0.23	-0.23	0.76	2009, 2011
PNISR	ENST00000369239.5	PNN-interacting serine/arginine-rich protein 	600	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.66	2009, 2011
BRD1	ENST00000457780.2	bromodomain containing 1 	124	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.65	2005, 2007, 2009, 2011
THBS4	ENST00000350881.2	thrombospondin 4 	642	1	0	1	0	1	0	0	1	0	hsa-miR-181c-5p	-0.23	-0.34	0.68	2011
ZNF514	ENST00000295208.2	zinc finger protein 514 	32	2	1	1	0	4	0	3	1	1	hsa-miR-181a-5p	-0.23	-0.25	0.65	
GLB1L	ENST00000295759.7	galactosidase, beta 1-like 	192	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.12	
KLHL5	ENST00000261425.3	kelch-like family member 5 	366	2	0	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.23	-0.38	0.95	2005, 2007, 2009, 2011
MBOAT1	ENST00000541730.1	membrane bound O-acyltransferase domain containing 1 	98	1	0	1	0	2	0	1	1	3	hsa-miR-181c-5p	-0.23	-0.27	0.75	2007, 2009, 2011
NFATC2IP	ENST00000320805.4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein 	754	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.23	-0.25	0.11	2009, 2011
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	4	1	1	2	1	0	0	1	3	hsa-miR-181b-5p	-0.23	-0.62	0.94	2005, 2007, 2009, 2011
C6orf89	ENST00000480824.2	chromosome 6 open reading frame 89 	1972	1	0	0	1	3	2	1	0	2	hsa-miR-181b-5p	-0.23	-0.35	0.40	2011
PSPC1	ENST00000338910.4	paraspeckle component 1 	14	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.23	-0.24	0.66	2007
LCLAT1	ENST00000309052.4	lysocardiolipin acyltransferase 1 	397	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.23	-0.23	0.76	2005, 2007, 2009, 2011
PROX2	ENST00000556084.2	prospero homeobox 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.23	-0.23	0.52	
ZFP69B	ENST00000484445.1	ZFP69 zinc finger protein B 	176	1	1	0	0	2	1	1	0	2	hsa-miR-181b-5p	-0.22	-0.23	< 0.1	
IQCJ-SCHIP1	ENST00000337808.6	IQCJ-SCHIP1 readthrough 	891	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.64	2005, 2007, 2009, 2011
LBR	ENST00000272163.4	lamin B receptor 	1217	1	0	1	0	1	0	0	1	0	hsa-miR-181d-5p	-0.22	-0.23	0.52	2005, 2007, 2009, 2011
LRRFIP1	ENST00000308482.9	leucine rich repeat (in FLII) interacting protein 1 	525	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.41	2011
SLC35E1	ENST00000595753.1	solute carrier family 35, member E1 	4273	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.22	-0.22	0.76	2009, 2011
DUSP6	ENST00000279488.7	dual specificity phosphatase 6 	1056	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.22	-0.29	0.55	2005, 2007
PHTF2	ENST00000416283.2	putative homeodomain transcription factor 2 	1730	1	1	0	0	1	0	0	1	1	hsa-miR-181d-5p	-0.22	-0.22	0.33	2005, 2007, 2009, 2011
PPP3R1	ENST00000234310.3	protein phosphatase 3, regulatory subunit B, alpha 	117	1	0	1	0	1	1	0	0	0	hsa-miR-181a-5p	-0.22	-0.66	0.62	2005, 2007, 2009, 2011
ADAM11	ENST00000200557.6	ADAM metallopeptidase domain 11 	32	2	2	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.22	-0.22	0.93	2005, 2007, 2009, 2011
PPAP2B	ENST00000371250.3	phosphatidic acid phosphatase type 2B 	81	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.53	2005, 2007, 2009, 2011
CAPRIN2	ENST00000395805.2	caprin family member 2 	17	2	1	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.22	-0.22	0.32	2009, 2011
QDPR	ENST00000508623.1	quinoid dihydropteridine reductase 	4326	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.22	-0.34	0.46	
TARDBP	ENST00000240185.3	TAR DNA binding protein 	410	1	0	1	0	1	0	1	0	3	hsa-miR-181d-5p	-0.22	-0.30	0.71	2011
HS6ST1	ENST00000259241.6	heparan sulfate 6-O-sulfotransferase 1 	22	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.22	-0.22	0.78	2009, 2011
KMT2E	ENST00000334877.4	lysine (K)-specific methyltransferase 2E 	654	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.78	
CAMKK1	ENST00000381769.2	calcium/calmodulin-dependent protein kinase kinase 1, alpha 	34	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.22	-0.22	< 0.1	2009, 2011
SLMAP	ENST00000295951.3	sarcolemma associated protein 	208	1	0	0	1	1	0	1	0	2	hsa-miR-181d-5p	-0.22	-0.32	0.38	2005, 2007
NIPAL4	ENST00000311946.7	NIPA-like domain containing 4 	17	2	1	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.22	-0.22	0.92	2009, 2011
SLC25A24	ENST00000565488.1	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24 	1688	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.22	-0.22	0.44	
AK3	ENST00000381809.3	adenylate kinase 3 	323	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.22	-0.25	0.65	2009, 2011
HOXB8	ENST00000239144.4	homeobox B8 	9	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.52	2005, 2007, 2009, 2011
B4GALT1	ENST00000379731.4	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 	2265	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.22	-0.22	0.77	2005, 2007, 2009, 2011
ZDHHC7	ENST00000313732.4	zinc finger, DHHC-type containing 7 	4068	1	1	0	0	1	0	1	0	0	hsa-miR-181c-5p	-0.22	-0.31	0.76	2005, 2007, 2009, 2011
ST8SIA3	ENST00000324000.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	5	1	0	1	0	3	0	2	1	5	hsa-miR-181d-5p	-0.22	-0.22	0.82	2009, 2011
PPFIA1	ENST00000253925.7	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 	760	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.22	-0.22	0.37	2005, 2007, 2009, 2011
GNAO1	ENST00000262493.6	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O 	8	1	0	0	1	0	0	0	0	1	hsa-miR-181d-5p	-0.21	-0.21	0.42	2005, 2007, 2011
SMAP1	ENST00000370452.3	small ArfGAP 1 	64	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.36	2005, 2007
LRBA	ENST00000535741.1	LPS-responsive vesicle trafficking, beach and anchor containing 	603	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.69	2005, 2007, 2009, 2011
PBX3	ENST00000342287.5	pre-B-cell leukemia homeobox 3 	1142	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.22	0.74	2005, 2007, 2009, 2011
DOCK7	ENST00000251157.5	dedicator of cytokinesis 7 	66	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.21	-0.21	0.77	2005, 2007, 2009, 2011
PDHX	ENST00000448838.3	pyruvate dehydrogenase complex, component X 	40	1	0	0	1	1	0	1	0	0	hsa-miR-181c-5p	-0.21	-0.27	0.38	2005, 2007
CUL4A	ENST00000326335.4	cullin 4A 	4084	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.52	2011
TAF13	ENST00000338366.5	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa 	745	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.21	-0.21	0.27	
NKRF	ENST00000371527.1	NFKB repressing factor 	607	1	0	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.21	-0.25	0.41	
YOD1	ENST00000315927.4	YOD1 deubiquitinase 	55	1	0	0	1	2	0	1	1	1	hsa-miR-181d-5p	-0.21	-0.39	0.59	2007, 2009, 2011
WSB2	ENST00000315436.3	WD repeat and SOCS box containing 2 	938	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.45	2011
ELAVL4	ENST00000371824.1	ELAV like neuron-specific RNA binding protein 4 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.76	2011
FAM160A1	ENST00000435205.1	family with sequence similarity 160, member A1 	18	1	0	1	0	1	0	0	1	0	hsa-miR-181c-5p	-0.21	-0.24	0.40	2009, 2011
RAB11A	ENST00000569896.1	RAB11A, member RAS oncogene family 	5781	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.21	-0.28	0.70	2005, 2007, 2011
UBN2	ENST00000473989.3	ubinuclein 2 	238	2	0	1	1	1	0	1	0	1	hsa-miR-181a-5p	-0.21	-0.28	0.89	2009, 2011
RBM47	ENST00000319592.4	RNA binding motif protein 47 	264	1	1	0	0	1	0	0	1	1	hsa-miR-181d-5p	-0.21	-0.21	0.36	2005, 2007, 2009, 2011
SIX2	ENST00000303077.6	SIX homeobox 2 	75	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.21	-0.21	0.77	2005, 2007, 2009, 2011
WNT9A	ENST00000272164.5	wingless-type MMTV integration site family, member 9A 	73	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.21	-0.21	0.53	
CALCR	ENST00000359558.2	calcitonin receptor 	5	1	1	0	0	1	1	0	0	0	hsa-miR-181d-5p	-0.21	-0.21	< 0.1	2009, 2011
TGFBR2	ENST00000359013.4	transforming growth factor, beta receptor II (70/80kDa) 	2168	2	0	1	1	2	0	2	0	1	hsa-miR-181d-5p	-0.20	-0.23	0.74	2011
SSBP2	ENST00000320672.4	single-stranded DNA binding protein 2 	1996	1	0	0	1	4	1	0	3	0	hsa-miR-181c-5p	-0.20	-0.42	0.41	
ZSWIM1	ENST00000372523.1	zinc finger, SWIM-type containing 1 	72	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.20	-0.22	0.61	2009, 2011
IMPG2	ENST00000193391.7	interphotoreceptor matrix proteoglycan 2 	5	1	0	0	1	3	0	3	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.43	2011
EPT1	ENST00000260585.7	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	449	1	0	1	0	2	0	0	2	0	hsa-miR-181b-5p	-0.20	-0.21	0.40	2009, 2011
UNC5A	ENST00000261961.3	unc-5 homolog A (C. elegans) 	7	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.20	-0.20	0.40	2007, 2009, 2011
ONECUT2	ENST00000491143.2	one cut homeobox 2 	847	2	0	2	0	2	0	1	1	2	hsa-miR-181d-5p	-0.20	-0.26	0.92	2007, 2009, 2011
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	2	0	1	1	2	1	0	1	2	hsa-miR-181a-5p	-0.20	-0.22	0.75	2007, 2009, 2011
PHOX2B	ENST00000226382.2	paired-like homeobox 2b 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.20	-0.20	0.78	2011
USP9Y	ENST00000338981.3	ubiquitin specific peptidase 9, Y-linked 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.20	-0.20	0.64	2009, 2011
RAB8B	ENST00000321437.4	RAB8B, member RAS oncogene family 	45	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.20	-0.24	0.10	2009, 2011
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	2	1	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.20	-0.33	0.93	2009, 2011
AFTPH	ENST00000238856.4	aftiphilin 	6	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.70	2007, 2009, 2011
CNTN4	ENST00000427331.1	contactin 4 	191	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.21	0.24	2005, 2007, 2009, 2011
DCAF16	ENST00000382247.1	DDB1 and CUL4 associated factor 16 	202	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.20	-0.20	< 0.1	2009, 2011
PDIA6	ENST00000272227.3	protein disulfide isomerase family A, member 6 	23851	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.44	2005, 2007
DCBLD2	ENST00000326840.6	discoidin, CUB and LCCL domain containing 2 	798	1	0	0	1	2	0	1	1	0	hsa-miR-181d-5p	-0.20	-0.23	0.72	2005, 2007, 2009, 2011
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	3	0	3	0	2	0	1	1	3	hsa-miR-181a-5p	-0.20	-0.24	0.98	2011
HOXB4	ENST00000332503.5	homeobox B4 	214	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.22	
MIER3	ENST00000381226.3	mesoderm induction early response 1, family member 3 	112	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.20	-0.25	0.55	2007, 2009, 2011
BIRC6	ENST00000421745.2	baculoviral IAP repeat containing 6 	555	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.20	-0.21	0.73	2007, 2009, 2011
TRIM71	ENST00000383763.5	tripartite motif containing 71, E3 ubiquitin protein ligase 	67	3	2	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.20	-0.23	0.99	2007, 2009, 2011
TOX	ENST00000361421.1	thymocyte selection-associated high mobility group box 	139	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.20	-0.20	0.72	2005, 2007, 2009, 2011
FAM135A	ENST00000418814.2	family with sequence similarity 135, member A 	611	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.44	2011
RPN2	ENST00000237530.6	ribophorin II 	14435	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.20	-0.20	< 0.1	
CNNM2	ENST00000369878.4	cyclin M2 	517	1	0	1	0	3	1	0	2	2	hsa-miR-181c-5p	-0.20	-0.44	0.74	2007
CXXC5	ENST00000302517.3	CXXC finger protein 5 	1285	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.20	-0.21	0.45	2005, 2007
ARNT2	ENST00000303329.4	aryl-hydrocarbon receptor nuclear translocator 2 	39	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.20	-0.20	0.78	2005, 2007, 2009, 2011
GABRA4	ENST00000264318.3	gamma-aminobutyric acid (GABA) A receptor, alpha 4 	5	2	0	2	0	2	0	1	1	1	hsa-miR-181b-5p	-0.20	-0.20	0.65	2009, 2011
ZBTB43	ENST00000449886.1	zinc finger and BTB domain containing 43 	396	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.20	-0.20	0.62	2011
YWHAG	ENST00000307630.3	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 	5623	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.75	2005, 2007, 2009, 2011
ATP2B2	ENST00000352432.4	ATPase, Ca++ transporting, plasma membrane 2 	170	3	2	0	1	1	0	1	0	1	hsa-miR-181a-5p	-0.20	-0.20	0.93	2005, 2007, 2009, 2011
E2F7	ENST00000416496.2	E2F transcription factor 7 	308	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.20	-0.20	0.78	2005, 2007, 2009, 2011
PAK7	ENST00000378423.1	p21 protein (Cdc42/Rac)-activated kinase 7 	6	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.20	-0.20	0.70	2005, 2007, 2009, 2011
SAMD12	ENST00000409003.4	sterile alpha motif domain containing 12 	57	1	0	0	1	1	1	0	0	1	hsa-miR-181c-5p	-0.20	-0.20	0.53	2011
TUSC3	ENST00000503731.1	tumor suppressor candidate 3 	3615	1	0	1	0	1	0	0	1	0	hsa-miR-181b-5p	-0.20	-0.32	0.27	2011
GRB10	ENST00000398812.2	growth factor receptor-bound protein 10 	1382	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.20	-0.24	0.74	2005, 2007, 2009, 2011
CCDC117	ENST00000249064.4	coiled-coil domain containing 117 	211	1	1	0	0	0	0	0	0	3	hsa-miR-181d-5p	-0.20	-0.22	0.60	2009, 2011
MOSPD1	ENST00000370783.3	motile sperm domain containing 1 	83	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.24	0.78	2009, 2011
CD4	ENST00000011653.4	CD4 molecule 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.20	-0.20	0.70	2005, 2007, 2009, 2011
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	1	0	0	1	1	0	0	1	2	hsa-miR-181a-5p	-0.19	-0.28	0.52	2011
VHL	ENST00000256474.2	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase 	2386	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.19	-0.25	0.23	2011
MED26	ENST00000263390.3	mediator complex subunit 26 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.19	0.72	2007, 2009, 2011
FAM58A	ENST00000406277.2	family with sequence similarity 58, member A 	60	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.19	-0.19	0.43	
TNFAIP1	ENST00000226225.2	tumor necrosis factor, alpha-induced protein 1 (endothelial) 	1565	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.19	-0.20	0.46	2009, 2011
